Date,Data storage capacity,Data storage capacity added per day,Cumulative renewable energy purchases,Energy intensity lower bound,Energy intensity estimate,Energy intensity upper bound,Energy consumption rate lower bound,Energy consumption rate estimate,Energy consumption rate upper bound,Energy used to seal data lower bound,Energy used to seal data estimate,Energy used to seal data upper bound,Cumulative energy use lower bound,Cumulative energy use estimate,Cumulative energy use upper bound,Energy used to store data lower bound,Energy used to store data estimate,Energy used to store data upper bound
2020-08-24T00:00:00.000Z,498448,2053024,15734658.47,1404.098113,10618.24561,21402.98254,651.8046336,4929.158175,9935.604259,551.8939117,3137.985593,5143.64633,15643.17893,118299.9113,238454.2728,0.4828964224,1.605600698,4.33515179
2020-08-25T00:00:00.000Z,9237744,13984256,16020743.17,516.8322194,3906.016457,7877.754829,4446.472725,33604.70765,67774.84194,3759.247698,21374.51577,35036.15498,122357.6233,924813.6787,1865048.917,8.949526387,29.75662097,80.34343089
2020-08-26T00:00:00.000Z,22553828,13212864,16306827.87,200.7629758,1514.930303,3059.685608,4217.004054,31820.94311,64268.35707,3551.8821,20195.46624,33103.50947,223564.8694,1688517.054,3407488.01,21.85014857,72.65039075,196.1574083
2020-08-27T00:00:00.000Z,36361328,14277536,16592912.57,134.9661488,1017.17266,2056.697582,4570.510617,34445.66272,69648.26526,3838.087228,21822.78545,35770.93869,333256.2043,2515213.759,5079044.78,35.22685457,117.1271098,316.245378
2020-08-28T00:00:00.000Z,51427203,16174560,16878997.27,108.3505579,815.8238348,1650.977121,5189.484114,39074.13964,79074.06944,4348.045219,24722.32972,40523.74262,457802.7809,3452994.017,6976820.64,49.82267427,165.6573063,447.2778127
2020-08-29T00:00:00.000Z,66588868,13150592,17165081.97,68.49217151,514.292326,1043.387269,4247.591055,31894.20682,64706.40856,3535.142141,20100.28535,32947.4932,559744.119,4218455.718,8529772.975,64.51129532,214.4960616,579.1433617
2020-08-30T00:00:00.000Z,79698897,13833952,17451166.67,60.34789042,452.6802643,919.238176,4479.345216,33600.36552,68230.80472,3718.842977,21144.78061,34659.58334,667247.5129,5024865.266,10167310.74,77.21229141,256.726087,693.1652169
2020-08-31T00:00:00.000Z,93902134,14401344,17737251.37,53.46361715,400.6002507,814.2962817,4675.563184,35033.76471,71212.79702,3871.369294,22012.02226,36081.12726,779460.1015,5865676.426,11876416.26,90.97238742,302.477554,816.69503
2020-09-01T00:00:00.000Z,108235381,13977696,18023369.4,45.21301095,338.1838321,688.5263987,4557.564357,34089.6248,69404.87502,3757.484239,21364.48901,35019.71956,888840.7455,6683828.205,13542131.7,104.8584371,348.6478093,941.3555792
2020-09-02T00:00:00.000Z,122057055,13924832,18309487.43,40.08459755,299.3870224,610.3503305,4556.596211,34032.6673,69381.26297,3743.273338,21283.68797,34887.27409,998198.1574,7500613,15207280.46,118.2488749,393.1701856,1061.566824
2020-09-03T00:00:00.000Z,135607368,14234944,18595605.46,36.98076777,275.9063309,563.0364364,4670.456596,34845.3702,71108.23805,3826.637646,21757.68486,35664.2287,1110288.199,8336902.683,16913876.58,131.3764181,436.8184538,1179.417962
2020-09-04T00:00:00.000Z,150591341,14609408,18881723.5,34.27022585,255.4008898,521.71771,4806.368861,35819.74888,73170.44733,3927.301059,22330.04185,36602.4108,1225640.11,9196577.475,18669965.68,145.8928912,485.0848276,1309.73807
2020-09-05T00:00:00.000Z,165302294,15378912,19167841.53,32.91514562,245.1496122,501.0612542,5067.278704,37740.72348,77138.25885,4134.159124,23506.20562,38530.32612,1347253.808,10102355.7,20521282.18,160.1448624,532.4717494,1437.683642
2020-09-06T00:00:00.000Z,181284907,16179360,19453959.56,31.62535384,235.3922463,481.4000369,5339.45796,39742.38547,81277.04349,4349.335555,24729.66638,40535.76854,1475399.757,11056173.86,22471929.41,175.6288179,583.9549424,1576.689222
2020-09-07T00:00:00.000Z,197461582,15990240,19740077.6,28.80885382,214.0852247,438.4661156,5297.960575,39370.36465,80634.10673,4298.496317,24440.60213,40061.9473,1602549.78,12001063.51,24407146.19,191.3007806,636.0632479,1717.382617
2020-09-08T00:00:00.000Z,212556411,14180928,20026195.63,23.95091504,177.3345746,364.4130851,4741.289225,35104.90128,72138.6983,3812.117065,21675.12302,35528.89701,1716339.808,12843581.93,26138473.36,205.924651,684.6867111,1848.666873
2020-09-09T00:00:00.000Z,225733428,12467200,20312313.66,20.03868459,147.738275,304.7761623,4212.745434,31059.11171,64073.28685,3351.432704,19055.74118,31235.32288,1817444.895,13589001.31,27676230.85,218.690545,727.1325183,1963.271343
2020-09-10T00:00:00.000Z,238218136,12554176,20598431.69,19.17717002,141.2208564,291.6434803,4254.607201,31330.96655,64703.41819,3374.813592,19188.68139,31453.23255,1919554.659,14340945.21,29229111.48,230.7857302,767.3482597,2071.854594
2020-09-11T00:00:00.000Z,251328502,13990464,20884549.73,20.18728787,148.8624693,307.0414281,4725.196231,34843.92669,71868.54462,3760.916532,21384.00451,35051.70851,2032958.467,15177200.24,30953954.99,243.4870527,809.5793706,2185.87938
2020-09-12T00:00:00.000Z,265805237,14373408,21170667.76,19.64536596,144.7627918,298.7805255,4863.21855,35836.08957,73963.24388,3863.859539,21969.32293,36011.1364,2149674.786,16037267.19,32729071.24,257.5121136,856.2118294,2311.787888
2020-09-13T00:00:00.000Z,279429178,12846848,21456785.79,16.88663816,123.8928211,256.7272673,4394.556787,32241.70688,66810.37067,3453.489679,19636.02176,32186.49298,2255143.322,16811068.88,34332518.7,270.7109876,900.0972682,2430.27939
2020-09-14T00:00:00.000Z,292516285,13080256,21742903.83,16.45782623,120.6488285,250.1905808,4483.55655,32868.00078,68158.67427,3516.234418,19992.77889,32771.27338,2362747.836,17599901.63,35968325.42,283.3897769,942.2534572,2544.101886
2020-09-15T00:00:00.000Z,304906961,11985056,22029021.86,14.61549922,106.7114946,222.1066744,4150.315609,30302.51481,63070.90737,3221.822754,18318.79854,30027.3593,2462354.639,18327162.66,37482025.86,295.3938638,982.1663028,2651.867312
2020-09-16T00:00:00.000Z,316691714,11650336,22315139.89,13.75731521,100.2192719,209.0247626,4057.612022,29558.88677,61650.21129,3131.843324,17807.18907,29188.75181,2559736.576,19036576.59,38961629.63,306.8109325,1020.127349,2754.362844
2020-09-17T00:00:00.000Z,329044193,13157152,22601257.92,14.84666935,108.4603129,225.6305657,4549.706665,33237.25996,69143.64863,3536.905601,20110.31212,32963.92862,2668928.689,19834271.57,40621075.72,318.7780142,1059.917154,2861.79606
2020-09-18T00:00:00.000Z,342387234,13806400,22887375.96,14.96177855,109.3311221,227.3852574,4770.906616,34862.73857,72507.01017,3711.436448,21102.66821,34590.55456,2783429.558,20670978.07,42361242.43,331.7047523,1102.897758,2977.84449
2020-09-19T00:00:00.000Z,356456000,13915616,23173493.99,14.52406477,106.0197865,220.7128737,4821.63395,35195.97372,73271.27095,3740.795893,21269.60159,34864.18433,2899147.876,21515682.22,44119751.37,345.3345728,1148.216067,3100.204769
2020-09-20T00:00:00.000Z,369501711,12163008,23459612.02,12.43909474,90.24684095,188.9301865,4280.60702,31056.21985,65015.65423,3269.659811,18590.79284,30473.20024,3001881.661,22261032.18,45680125.72,357.9732576,1190.238911,3213.667231
2020-09-21T00:00:00.000Z,382386300,13514912,23745730.05,13.26548484,96.49854039,201.5274409,4724.1707,34365.54206,71768.95856,3633.078644,20657.13754,33860.26052,3115260.887,23085805.94,47402579.21,370.4558474,1231.74275,3325.728367
2020-09-22T00:00:00.000Z,395864521,14000288,24031848.09,13.27323441,96.55716651,201.6455733,4893.543742,35598.46102,74342.19892,3763.55742,21399.0202,35076.32156,3232705.035,23940169.79,49186790.42,383.5135479,1275.158795,3442.952498
2020-09-23T00:00:00.000Z,409845484,13530528,24317966.12,12.47192998,90.49524189,189.4307175,4760.515113,34541.88464,72305.39258,3637.276537,20681.00613,33899.38485,3346956.526,24769175.78,50922118.33,397.0583049,1320.194273,3564.549128
2020-09-24T00:00:00.000Z,423384187,13591264,24604084.15,12.16122262,88.14471876,184.6943833,4795.258263,34756.10175,72826.33458,3653.603588,20773.83929,34051.55283,3462041.849,25603322.99,52669948.84,410.1746004,1363.805143,3682.29929
2020-09-25T00:00:00.000Z,436700057,13132032,24890202.19,11.46965819,82.91298499,174.1523728,4664.808872,33721.42582,70829.27145,3530.152842,20071.91695,32900.99297,3573996.415,26412637.94,54369849.89,423.0750152,1406.698224,3798.111406
2020-09-26T00:00:00.000Z,449566170,12802272,25176320.22,10.92670606,78.80551372,165.8757656,4574.914828,32995.16903,69450.71055,3441.506759,19567.88868,32074.81227,3683793.547,27204522.72,56036665.51,435.5397055,1448.142547,3910.01185
2020-09-27T00:00:00.000Z,462861672,13481024,25462438.25,11.14756314,80.47631315,169.2424478,4805.419326,34691.20791,72955.93839,3623.968872,20605.34075,33775.35753,3799122.742,28037112.46,57787606.53,448.4203878,1490.970018,4025.64682
2020-09-28T00:00:00.000Z,476564953,14081792,25748556.28,11.29168493,81.56660468,171.4393992,5011.652873,36202.171,76090.92558,3785.467325,21523.59662,35280.52168,3919401.503,28905965.35,59613787.17,461.6961265,1535.111027,4144.828366
2020-09-29T00:00:00.000Z,490906709,14726176,26034674.32,11.44474513,82.72451595,173.7726052,5232.451641,37821.02827,79447.53184,3958.690632,22508.51823,36894.96135,4044979.394,29813670.86,61520526.29,475.5904197,1581.308691,4269.56292
2020-09-30T00:00:00.000Z,506323016,16208128,26320792.35,12.1305505,87.91268199,184.2268262,5720.161754,41455.23001,86872.17002,4357.068969,24773.6374,40607.84389,4182262.232,30808597.29,63605456.55,490.5257379,1630.967699,4403.643167
2020-10-01T00:00:00.000Z,523302758,17270400,26614909.31,12.46817074,90.46680297,189.3734127,6076.533475,44090.23328,92293.72179,4642.628928,26397.28829,43269.26016,4328097.923,31866763.85,65820503.95,506.975712,1685.662844,4551.321077
2020-10-02T00:00:00.000Z,540054934,16409824,26901026.26,11.57674784,83.72312573,175.7848167,5822.703047,42109.83137,88413.67216,4411.288888,25081.92369,41113.17305,4467841.739,32877400.73,67942430.25,523.2052201,1739.624953,4697.019777
2020-10-03T00:00:00.000Z,556692019,16731264,27187143.22,11.4641193,82.87108286,174.0679394,5943.685507,42965.32873,90247.2368,4497.698388,25573.23509,41918.50883,4610489.113,33908569.55,70108362.06,539.323228,1793.216332,4841.717497
2020-10-04T00:00:00.000Z,573316123,16328704,27473260.18,10.92813848,78.81635014,165.8976011,5834.994826,42083.37915,88579.73802,4389.482209,24957.9342,40909.935,4750527.937,34918571.57,72234273.95,555.42866,1846.765895,4986.302317
2020-10-05T00:00:00.000Z,589462897,16063840,27759377.14,10.50937303,75.64835988,159.5140602,5769.436686,41529.44439,87570.04515,4318.281469,24553.09752,40246.34474,4888993.382,35915279.13,74335953.24,571.0716546,1898.777884,5126.735654
2020-10-06T00:00:00.000Z,604849072,15066048,28045494.09,9.711389186,69.61155576,147.3498225,5470.518709,39212.85728,83003.56885,4050.055023,23028.00239,37746.47666,5020284.86,36856388.55,76328037.2,585.977781,1948.339831,5260.553834
2020-10-07T00:00:00.000Z,620513758,15891296,28331611.05,9.950192909,71.41812279,150.9900782,5750.201265,41272.42394,87256.9353,4271.898191,24289.3692,39814.053,5158288.667,37846927.62,78422201.88,601.1537288,1998.798917,5396.794307
2020-10-08T00:00:00.000Z,637046450,16793440,28617728.01,10.2061547,73.35449185,154.8918867,6055.268107,43520.90752,91896.69652,4514.412541,25668.26924,42074.28458,5303614.019,38891430.34,80627720.72,617.1706008,2052.054025,5540.58409
2020-10-09T00:00:00.000Z,653366103,16827360,28903844.97,9.999569664,71.79166143,151.7427634,6084.684155,43684.83839,92334.65229,4523.530915,25720.11494,42159.26774,5449645.355,39939867.4,82843750.49,632.9810806,2104.622891,5682.521008
2020-10-10T00:00:00.000Z,670565091,16985568,29189961.92,9.854937186,70.69750652,149.5380272,6154.530543,44151.46997,93388.35332,4566.06039,25961.93112,42555.64207,5597352.994,40999503.64,85085069.07,649.6434602,2160.024271,5832.105766
2020-10-11T00:00:00.000Z,687092040,15725664,29476078.88,9.022868752,64.40285004,136.8542138,5773.772763,41211.66246,87573.60368,4227.372996,24036.20565,39399.07859,5735922.527,41988584.42,87186833.8,665.6547684,2213.260879,5975.845599
2020-10-12T00:00:00.000Z,700167777,11251744,29762195.84,6.700934744,46.83725526,101.4593154,4369.55931,30541.73374,66159.79905,3024.693822,17197.95315,28190.11942,5840791.225,42721586.66,88774667.72,678.3225424,2255.380443,6089.569207
2020-10-13T00:00:00.000Z,713290777,14750240,30048312.8,8.270780341,58.71324809,125.389593,5494.310833,39003.43399,83296.78348,3965.159517,22545.29933,36955.2513,5972653.735,43657669.9,90773788.88,691.0361048,2297.652251,6203.703875
2020-10-14T00:00:00.000Z,728089175,14635936,30334429.75,8.074154246,57.22575779,122.392281,5474.970028,38803.97862,82992.47819,3934.432316,22370.5891,36668.87405,6104052.073,44588966.21,92765606.72,705.3727927,2345.320851,6332.409982
2020-10-15T00:00:00.000Z,740427140,8998752,30620546.71,5.366941781,36.74550427,81.12430789,3700.916985,25338.83661,55941.41714,2419.044513,13754.32247,22545.47326,6192873.501,45197098.79,94108199.72,717.3258132,2385.063903,6439.716965
2020-10-16T00:00:00.000Z,747254940,5496512,30906663.67,3.732796595,24.38308051,56.21386569,2597.785271,16969.04876,39121.2188,1477.572356,8401.253697,13770.96116,6255219.993,45604356.27,95047108.36,723.9405859,2407.057613,6499.10039
2020-10-17T00:00:00.000Z,752852822,6105600,31192780.63,3.989726445,26.32677297,60.1304309,2797.392023,18458.98603,42160.38118,1641.307392,9332.226432,15296.97024,6322357.008,46047372.27,96058956.83,729.363814,2425.08951,6547.786849
2020-10-18T00:00:00.000Z,759075393,6242240,31478897.59,4.0283935,26.61929197,60.71986043,2847.848813,18818.35006,42925.54401,1678.038957,9541.076573,15639.3081,6390704.978,46499013.03,97089169.19,735.3922407,2445.133656,6601.906416
2020-10-19T00:00:00.000Z,764893562,5329792,31765014.54,3.600784855,23.38440237,54.20151645,2565.064611,16658.17464,38611.13543,1432.754685,8146.427178,13353.26088,6452266.185,46898809.52,98015835.84,741.0288829,2463.875142,6652.508777
2020-10-20T00:00:00.000Z,771021770,7059360,32051131.5,4.345958586,29.02169428,65.56073184,3120.702394,20839.60743,47077.1934,1897.697155,10790.01998,17686.52054,6527162.587,47398960.49,99145687.69,746.9658908,2483.615326,6705.80764
2020-10-21T00:00:00.000Z,778385567,7564192,32337248.46,4.537356659,30.46963422,68.47834937,3289.257116,22088.29253,49641.8763,2033.406093,11561.64055,18951.32664,6606104.271,47929079.93,100337091.9,754.0999373,2507.335588,6769.852792
2020-10-22T00:00:00.000Z,785860588,7453472,32623365.42,4.457886466,29.8684366,67.26692846,3262.681215,21860.40128,49231.9725,2003.642343,11392.40835,18673.92875,6684408.14,48453729.98,101518658.4,761.3417377,2531.414126,6834.865292
2020-10-23T00:00:00.000Z,793812131,8501952,32909482.37,4.875396625,33.02693045,73.63133401,3604.357116,24416.64975,54435.28868,2285.494737,12994.97857,21300.79054,6770912.163,49039730.05,102825104.4,769.0451925,2557.027636,6904.022247
2020-10-24T00:00:00.000Z,802789656,9597216,33195599.33,5.299289324,36.23370866,80.09303317,3962.046144,27090.35436,59882.04716,2579.923605,14669.05674,24044.86497,6866000.652,49689899.1,104262272.4,777.7426187,2585.94604,6982.102475
2020-10-25T00:00:00.000Z,813196776,11368576,33481716.29,5.989095061,41.45213778,90.60823469,4535.832252,31393.715,68622.012,3056.1006,17376.52736,28482.83031,6974859.894,50443348.89,105909199.4,787.8250366,2619.469455,7072.61632
2020-10-26T00:00:00.000Z,825357775,12541792,33767833.25,6.403085629,44.58400567,96.91898858,4921.887543,34270.58059,74499.13842,3371.484525,19169.75282,31422.20568,7092984.387,51265843.53,107697177.4,799.6066124,2658.642465,7178.384177
2020-10-27T00:00:00.000Z,838198387,13054400,34053950.2,6.532095565,45.55997494,98.88557918,5099.169878,35565.62356,77193.35422,3509.283808,19953.25877,32706.49376,7215363.623,52119419.23,109549816.4,812.0465973,2700.004644,7290.062831
2020-10-28T00:00:00.000Z,851544351,13896832,34340067.16,6.785912532,47.48011823,102.7546925,5381.652604,37654.70019,81490.89098,3735.746378,21240.89081,34817.12289,7344522.39,53023132.81,111505596.2,824.9761672,2742.994663,7406.136684
2020-10-29T00:00:00.000Z,865789495,14203936,34626184.12,6.815271548,47.70222126,103.2022329,5495.353147,38463.69875,83214.9844,3818.302076,21710.29006,35586.54125,7476409.95,53946262.38,113502754.3,838.7768628,2788.881121,7530.030975
2020-10-30T00:00:00.000Z,880083015,14495808,34912301.08,6.837476481,47.87020315,103.5407186,5604.277287,39236.38977,84866.2367,3896.763107,22156.40765,36317.79736,7610911.671,54887936.54,115539542.3,852.6244249,2834.923408,7654.346006
2020-10-31T00:00:00.000Z,894641666,15098784,35198418.03,6.975743177,48.91620047,105.6484166,5812.189074,40756.97724,88026.25856,4058.855115,23078.03838,37828.49343,7750403.236,55866104.84,117652170.9,866.728846,2881.819735,7780.966962
2020-11-01T00:00:00.000Z,909785861,14714496,35484769.4,6.736191328,47.10397381,101.9967567,5707.602601,39911.39063,86422.27118,3955.550815,22490.6657,36865.69828,7887384.75,56823979.04,119726303.7,881.4005421,2930.602215,7912.680569
2020-11-02T00:00:00.000Z,924420563,14379552,35771120.77,6.525573018,45.51063142,98.78615134,5618.085976,39181.63806,85048.33061,3865.511169,21978.71385,36026.52958,8022217.887,57764339.16,121767462,895.5786414,2977.743518,8039.962963
2020-11-03T00:00:00.000Z,938462513,14025920,36057472.13,6.317954471,43.93998244,95.62127354,5521.96375,38404.04222,83574.07587,3770.447814,21438.19794,35140.53997,8154744.114,58686036.96,123773238.3,909.1824826,3022.975447,8162.090014
2020-11-04T00:00:00.000Z,953344992,15973088,36343823.5,6.934147765,48.60152824,105.014348,6156.63365,43151.9221,93239.269,4293.885516,24414.38582,40018.97468,8302502.292,59721683.99,126010979,923.6006282,3070.914888,8291.527399
2020-11-05T00:00:00.000Z,969635911,15816064,36630174.86,6.783112706,47.45893735,102.7120127,6125.447962,42857.49975,92753.44763,4251.674324,24174.37934,39625.56675,8449512.024,60750264.87,128237059.9,939.3832706,3123.391197,8433.214409
2020-11-06T00:00:00.000Z,985090454,16313312,36916526.23,6.867879043,48.10020067,104.0041666,6300.846193,44128.90274,95417.26824,4385.344532,24934.40799,40871.37188,8600731.282,61809359.45,130527072.6,954.3556318,3173.17337,8567.627206
2020-11-07T00:00:00.000Z,1001994330,16519328,37202877.6,6.842753478,47.910124,103.6211596,6385.520275,44708.7666,96697.18744,4440.725753,25249.29727,41387.52437,8753982.704,62882370.77,132847803.2,970.7321069,3227.624136,8714.645286
2020-11-08T00:00:00.000Z,1018349276,16420448,37489228.96,6.719499247,46.97769704,101.7423074,6372.8515,44554.19608,96493.59158,4414.144831,25098.16215,41139.79042,8906930.082,63951672.4,135163647.6,986.5767786,3280.306688,8856.889158
2020-11-09T00:00:00.000Z,1035056252,17474112,37775580.33,6.977574125,48.93005172,105.676327,6726.180876,47167.16329,101868.9414,4697.390788,26708.65597,43779.6402,9068357.298,65083685.3,137608500.2,1002.762497,3334.123199,9002.194741
2020-11-10T00:00:00.000Z,1053428805,18311296,38061931.69,7.147970323,50.21911099,108.273798,7012.745212,49269.0672,106225.4772,4922.442591,27988.2666,45877.121,9236662.003,66266143.94,140157909.6,1020.561826,3393.304867,9161.986346
2020-11-11T00:00:00.000Z,1070566715,17669120,38348283.06,6.848886393,47.95651994,103.714648,6828.633889,47814.71008,103407.9586,4749.812838,27006.71985,44268.21325,9400548.078,67413697.97,142639698.7,1037.165033,3448.509502,9311.03989
2020-11-12T00:00:00.000Z,1089341169,18540768,38634634.43,7.024537281,49.28533131,106.39222,7126.589914,50001.3497,107937.8885,4984.129254,28339.00766,46452.04015,9571585.041,68613731.4,145230205.9,1055.353725,3508.985774,9474.326949
2020-11-13T00:00:00.000Z,1107582523,18381056,38920985.79,6.879948641,48.19150804,104.1881521,7096.781278,49710.34086,107471.8091,4941.195474,28094.89266,46051.8977,9741906.608,69806780.61,147809527.3,1073.025948,3567.744823,9632.977477
2020-11-14T00:00:00.000Z,1125461478,17318080,39207337.16,6.468465178,45.07860658,97.91561575,6780.036148,47249.93853,102631.9839,4655.446266,26470.16574,43388.71763,9904626.359,70940780.11,150272692.9,1090.34708,3625.336513,9788.476113
2020-11-15T00:00:00.000Z,1142648464,17224224,39493688.52,6.361657239,44.27059697,96.28746605,6769.912199,47111.63196,102466.6477,4630.215896,26326.70966,43153.57081,10067103.14,72071460.24,152731890.6,1106.997832,3680.699232,9937.956486
2020-11-16T00:00:00.000Z,1160565899,18010880,39780039.89,6.513258361,45.41747017,98.59843023,7039.928385,49089.98227,106571.2197,4841.684762,27529.08975,45124.45875,10236060.26,73249620.82,155289597.8,1124.356243,3738.414874,10093.78979
2020-11-17T00:00:00.000Z,1178394433,18026304,40066391.26,6.437745276,44.84620834,97.44733034,7065.20229,49217.15917,106945.0673,4845.831041,27552.66487,45163.10204,10405623.96,74430833.65,157856277.4,1141.628527,3795.844148,10248.8499
2020-11-18T00:00:00.000Z,1196264057,17708384,40352742.62,6.26939728,43.57264386,94.88108159,6984.783918,48544.61897,105707.7456,4760.367787,27066.73369,44366.58527,10573257.63,75595905.5,160393261.3,1158.940618,3853.40578,10404.26738
2020-11-19T00:00:00.000Z,1213927208,17624288,40639093.99,6.172439995,42.83915515,93.40309245,6978.30026,48432.14155,105597.5959,4737.7611,26938.19548,44155.89116,10740735.7,76758277.89,162927601.7,1176.052679,3910.302322,10557.88911
2020-11-20T00:00:00.000Z,1231287682,16866496,40925445.36,5.893098274,40.7259153,89.14488709,6757.769094,46701.46653,102224.761,4534.051455,25779.93314,42257.31908,10902921.07,77879114.03,165380994.1,1192.871506,3966.223881,10708.87836
2020-11-21T00:00:00.000Z,1248846699,18635008,41211796.72,6.30982672,43.87849544,95.49737644,7338.827728,51034.16199,111071.0048,5009.462851,28483.05068,46688.14904,11079051.74,79103934.96,168046696.1,1209.882682,4022.784987,10861.5944
2020-11-22T00:00:00.000Z,1266836356,17101664,41498148.09,5.825403356,40.21379847,88.11296511,6873.004846,47445.57842,103958.6101,4597.269316,26139.38037,42846.50899,11244002.75,80242629.8,170541700.8,1227.311062,4080.73327,11018.05584
2020-11-23T00:00:00.000Z,1284027671,16683456,41784499.45,5.652910558,38.90887826,85.48353419,6759.998927,46528.94692,102224.9677,4484.846642,25500.16199,41798.73066,11406241.65,81359325.46,172995098.2,1243.966008,4136.109934,11167.57386
2020-11-24T00:00:00.000Z,1297315436,9872992,42070850.82,3.819554043,25.03940673,57.53637143,4614.858347,30253.09077,69516.5459,2654.057709,15090.57208,24735.79416,11516997.62,82085400.19,174663494.2,1256.839194,4178.912482,11283.14154
2020-11-25T00:00:00.000Z,1310086363,16991488,42357202.19,5.644968025,38.84879245,85.36246049,6887.498898,47399.91687,104151.8481,4567.651804,25970.97966,42570.47404,11682296.49,83222999.15,177163136.6,1269.211668,4220.050192,11394.21412
2020-11-26T00:00:00.000Z,1328973039,20067456,42643553.55,6.370520931,44.33765143,96.42258164,7884.81027,54876.82611,119342.4792,5394.533522,30672.50447,50277.00426,11871530.65,84540044.1,180027353.9,1287.50908,4280.887953,11558.47721
2020-11-27T00:00:00.000Z,1348659717,18745920,42929904.92,5.961697842,41.24487588,90.19059931,7488.114503,51805.10007,113282.7514,5039.278214,28652.57634,46966.02797,12051244.19,85783367.56,182746137.8,1306.581534,4344.30268,11729.69816
2020-11-28T00:00:00.000Z,1366491379,17534240,43216256.28,5.59790779,38.49277844,84.64508772,7124.145269,48987.61389,107723.0858,4713.554397,26800.55981,43930.2849,12222222.54,86959071.27,185331489.9,1323.856848,4401.74203,11884.78547
2020-11-29T00:00:00.000Z,1384969238,18926432,43502607.65,5.881974194,40.64176085,88.97531479,7586.882745,52421.90189,114765.0871,5087.80345,28928.48352,47418.28273,12404306.51,88217197.98,188085849.9,1341.758198,4461.262909,12045.49295
2020-11-30T00:00:00.000Z,1403479034,18285216,43788959.02,5.664976847,39.00016059,85.66746925,7404.644259,50976.7865,111975.2387,4915.431765,27948.4041,45811.78017,12582016.8,89440641.88,190773253.6,1359.690488,4520.886664,12206.4782
2020-12-01T00:00:00.000Z,1421649836,18492352,44075205.01,5.657884758,38.94650844,85.55935948,7491.121942,51565.74523,113281.8399,4971.114065,28265.00526,46330.7387,12761802.53,90678220.8,193492015.7,1377.294361,4579.418452,12364.51512
2020-12-02T00:00:00.000Z,1440496644,18302016,44361451,5.554915294,38.16753717,83.98972239,7452.291286,51204.30999,112677.8435,4919.947941,27974.0824,45853.87089,12940656.34,91907125.27,196196281.9,1395.553149,4640.12779,12528.43146
2020-12-03T00:00:00.000Z,1458245323,17670208,44647696.99,5.354675052,36.6527056,80.93731738,7272.166993,49777.92177,109920.7108,4750.105315,27008.38282,44270.93912,13115187.21,93101796.38,198834377,1412.748069,4697.299834,12682.79705
2020-12-04T00:00:00.000Z,1478033809,21141312,44933942.98,6.099302086,42.28586171,92.28819907,8395.849442,58207.59874,127037.1288,5683.207492,32313.86115,52967.44308,13316686.24,94498779.93,201883265.7,1431.919154,4761.042506,12854.90345
2020-12-05T00:00:00.000Z,1497076549,17833568,45220188.97,5.284789777,36.12401856,79.87200621,7368.377262,50366.31696,111362.4381,4794.01975,27258.07368,44680.22127,13493526.14,95707572.54,204555962.2,1450.367761,4822.38298,13020.52387
2020-12-06T00:00:00.000Z,1515228049,18521504,45506434.96,5.390822782,36.92616573,81.48834303,7607.346294,52108.95282,114993.5862,4978.950705,28309.56322,46403.77612,13676101.26,96958188.45,207315806.2,1467.952934,4880.852591,13178.39291
2020-12-07T00:00:00.000Z,1533742375,18544096,45792680.94,5.345582727,36.58392152,80.79871657,7635.67793,52256.799,115413.6057,4985.023887,28344.09441,46460.37812,13859356.33,98212352.66,210085730.7,1485.889613,4940.490938,13339.41756
2020-12-08T00:00:00.000Z,1552237708,18340896,46078926.93,5.251927401,35.87541236,79.37106154,7592.364914,51862.71654,114741.5067,4930.399663,28033.50931,45951.28084,14041571.91,99457058.89,212839524.8,1503.807892,5000.068105,13500.27702
2020-12-09T00:00:00.000Z,1570659590,18694240,46365172.92,5.281348686,36.09798646,79.81955121,7725.507917,52803.80008,116759.2998,5025.385597,28573.58501,46836.5489,14226982.9,100724351.1,215641745.9,1521.655011,5059.408671,13660.49765
2020-12-10T00:00:00.000Z,1590008757,19658176,46651418.91,5.438503045,37.28687029,82.21516734,8053.3954,55214.80951,121745.1282,5284.510872,30046.93227,49251.59415,14420263.12,102049507.7,218563626.8,1540.400484,5121.736208,13828.78316
2020-12-11T00:00:00.000Z,1609229824,18549344,46937664.9,5.15351739,35.13093368,77.87092747,7723.638679,52651.15408,116706.0983,4986.434654,28352.11582,46473.52646,14605629.25,103313136.4,221364571.1,1559.021853,5183.651109,13995.95455
2020-12-12T00:00:00.000Z,1627655644,18741600,47223910.89,5.149303869,35.09905809,77.80669776,7805.687846,53205.69501,117945.0292,5038.116912,28645.97335,46955.20464,14792964.55,104590074.1,224195249.7,1576.872788,5243.00436,14156.20943
2020-12-13T00:00:00.000Z,1646352842,18516960,47510156.88,5.058291053,34.41053971,76.4193244,7755.804668,52761.18391,117172.6472,4977.729187,28302.61785,46392.39158,14979102.67,105856343.6,227007391.1,1594.986633,5303.231775,14318.82457
2020-12-14T00:00:00.000Z,1664508157,18174016,47796402.87,4.946332511,33.56356543,74.71266038,7667.775091,52030.0385,115819.1195,4885.538981,27778.43824,45533.17969,15163128.1,107105065.5,229787048,1612.575503,5361.713675,14476.72679
